Team,Player Type,Player URL,Draft Class,First Name,Last Name,Position,Shoots,Recruited by,Player Render,Jersey Number,Height,Weight,Birthplace,Strengths,Weakness,Points Available,Screening,Getting Open,Passing,Puckhandling,Shooting Accuracy,Shooting Range,Offensive Read,Checking,Hitting,Stickchecking,Shot Blocking,Faceoffs,Defensive Read,Acceleration,Agility,Balance,Speed,Stamina,Strength,Fighting,Aggression,Bravery,Determination,Team Player,Leadership,Temperament,Professionalism,Blocker,Glove,Poke Check,Positioning,Rebound,Recovery,Low Shots,Reflexes,Skating,Mental Toughness,Goalie Stamina,Listed TPE,Applied TPE,Total TPE,Played Position
Kelowna Knights,Prospect,https://www.simulationhockey.com/showthread.php?tid=103705,S54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,294,0,0,C
Kelowna Knights,,https://www.simulationhockey.com/showthread.php?tid=102519,S53,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,468,0,0,C
Kelowna Knights,,https://www.simulationhockey.com/showthread.php?tid=102235,S53,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,477,0,0,LW
Kelowna Knights,,https://www.simulationhockey.com/showthread.php?tid=101954,S53,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,486,0,0,C
Kelowna Knights,,https://www.simulationhockey.com/showthread.php?tid=101723,S52,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,8,,15,15,15,,15,,,,,,,,,,,,584,0,0,G
Kelowna Knights,,https://www.simulationhockey.com/showthread.php?tid=101115,S52,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,369,0,0,D
Kelowna Knights,,https://www.simulationhockey.com/showthread.php?tid=101111,S52,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,680,0,0,D
Kelowna Knights,,https://www.simulationhockey.com/showthread.php?tid=101041,S52,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,327,0,0,C
Kelowna Knights,,https://www.simulationhockey.com/showthread.php?tid=100697,S52,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,353,0,0,LW
Kelowna Knights,,https://www.simulationhockey.com/showthread.php?tid=100490,S51,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,232,0,0,C
Kelowna Knights,,https://www.simulationhockey.com/showthread.php?tid=99623,S51,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,429,0,0,D
Kelowna Knights,,https://www.simulationhockey.com/showthread.php?tid=98515,S50,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,697,0,0,LW
Kelowna Knights,,https://www.simulationhockey.com/showthread.php?tid=98454,S50,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,190,0,0,D
Kelowna Knights,,https://www.simulationhockey.com/showthread.php?tid=97766,S50,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,560,0,0,RW
Kelowna Knights,,https://www.simulationhockey.com/showthread.php?tid=97744,S50,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,494,0,0,LW
Kelowna Knights,,https://www.simulationhockey.com/showthread.php?tid=97697,S50,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,8,,15,15,15,,15,,,,,,,,,,,,199,0,0,G
Newfoundland Berserkers,Prospect,https://www.simulationhockey.com/showthread.php?tid=105116,S54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,257,0,0,C
Newfoundland Berserkers,Prospect,https://www.simulationhockey.com/showthread.php?tid=105008,S54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,241,0,0,D
Newfoundland Berserkers,Prospect,https://www.simulationhockey.com/showthread.php?tid=104955,S54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,265,0,0,C
Newfoundland Berserkers,Prospect,https://www.simulationhockey.com/showthread.php?tid=104949,S54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,236,0,0,D
Newfoundland Berserkers,Prospect,https://www.simulationhockey.com/showthread.php?tid=104946,S54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,257,0,0,C
Newfoundland Berserkers,Prospect,https://www.simulationhockey.com/showthread.php?tid=104370,S54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,218,0,0,RW
Newfoundland Berserkers,Prospect,https://www.simulationhockey.com/showthread.php?tid=104351,S54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,8,,15,15,15,,15,,,,,,,,,,,,177,0,0,G
Newfoundland Berserkers,Prospect,https://www.simulationhockey.com/showthread.php?tid=104282,S54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,288,0,0,D
Newfoundland Berserkers,Prospect,https://www.simulationhockey.com/showthread.php?tid=104232,S54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,225,0,0,LW
Newfoundland Berserkers,Prospect,https://www.simulationhockey.com/showthread.php?tid=103900,S54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,234,0,0,C
Newfoundland Berserkers,Prospect,https://www.simulationhockey.com/showthread.php?tid=103919,S54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,264,0,0,D
Newfoundland Berserkers,Prospect,https://www.simulationhockey.com/showthread.php?tid=103747,S54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,8,,15,15,15,,15,,,,,,,,,,,,297,0,0,G
Newfoundland Berserkers,Prospect,https://www.simulationhockey.com/showthread.php?tid=103685,S54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,282,0,0,D
Newfoundland Berserkers,,https://www.simulationhockey.com/showthread.php?tid=102474,S53,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,472,0,0,RW
Newfoundland Berserkers,,https://www.simulationhockey.com/showthread.php?tid=102410,S53,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,384,0,0,RW
Newfoundland Berserkers,,https://www.simulationhockey.com/showthread.php?tid=102448,S53,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,282,0,0,RW
Newfoundland Berserkers,,https://www.simulationhockey.com/showthread.php?tid=103150,S53,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,258,0,0,RW
Newfoundland Berserkers,,https://www.simulationhockey.com/showthread.php?tid=102459,S53,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,494,0,0,LW
Newfoundland Berserkers,,https://www.simulationhockey.com/showthread.php?tid=102344,S53,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,473,0,0,D
Newfoundland Berserkers,,https://www.simulationhockey.com/showthread.php?tid=101697,S52,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,252,0,0,C
Newfoundland Berserkers,Prospect,https://www.simulationhockey.com/showthread.php?tid=100731,S52,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,592,0,0,RW
St. Louis Scarecrows,Prospect,https://www.simulationhockey.com/showthread.php?tid=104296,S54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,260,0,0,C
St. Louis Scarecrows,Prospect,https://www.simulationhockey.com/showthread.php?tid=104104,S54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,265,0,0,D
St. Louis Scarecrows,Prospect,https://www.simulationhockey.com/showthread.php?tid=103980,S54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,8,,15,15,15,,15,,,,,,,,,,,,259,0,0,G
St. Louis Scarecrows,Prospect,https://www.simulationhockey.com/showthread.php?tid=103960,S54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,242,0,0,RW
St. Louis Scarecrows,,https://www.simulationhockey.com/showthread.php?tid=103353,S53,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,368,0,0,RW
St. Louis Scarecrows,,https://www.simulationhockey.com/showthread.php?tid=102511,S53,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,465,0,0,LW
St. Louis Scarecrows,,https://www.simulationhockey.com/showthread.php?tid=102428,S53,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,229,0,0,C
St. Louis Scarecrows,,https://www.simulationhockey.com/showthread.php?tid=102337,S53,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,219,0,0,D
St. Louis Scarecrows,,https://www.simulationhockey.com/showthread.php?tid=102266,S53,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,441,0,0,D
St. Louis Scarecrows,,https://www.simulationhockey.com/showthread.php?tid=102222,S53,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,454,0,0,D
St. Louis Scarecrows,,https://www.simulationhockey.com/showthread.php?tid=101910,S53,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,8,,15,15,15,,15,,,,,,,,,,,,169,0,0,G
St. Louis Scarecrows,,https://www.simulationhockey.com/showthread.php?tid=101181,S52,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,569,0,0,C
St. Louis Scarecrows,,https://www.simulationhockey.com/showthread.php?tid=101095,S52,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,403,0,0,RW
St. Louis Scarecrows,,https://www.simulationhockey.com/showthread.php?tid=100851,S52,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,353,0,0,C
St. Louis Scarecrows,,https://www.simulationhockey.com/showthread.php?tid=100692,S52,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,226,0,0,LW
St. Louis Scarecrows,,https://www.simulationhockey.com/showthread.php?tid=99394,S51,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,562,0,0,D
St. Louis Scarecrows,,https://www.simulationhockey.com/showthread.php?tid=99365,S51,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,539,0,0,RW
St. Louis Scarecrows,,https://www.simulationhockey.com/showthread.php?tid=98110,S50,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,528,0,0,RW
Vancouver Whalers,Prospect,https://www.simulationhockey.com/showthread.php?tid=105475,S54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,206,0,0,RW
Vancouver Whalers,Prospect,https://www.simulationhockey.com/showthread.php?tid=105145,S54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,Calculation function not available,0,0,C
Vancouver Whalers,Prospect,https://www.simulationhockey.com/showthread.php?tid=105014,S54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,215,0,0,D
Vancouver Whalers,Prospect,https://www.simulationhockey.com/showthread.php?tid=104665,S54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,237,0,0,RW
Vancouver Whalers,Prospect,https://www.simulationhockey.com/showthread.php?tid=104185,S54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,8,,15,15,15,,15,,,,,,,,,,,,265,0,0,G
Vancouver Whalers,,https://www.simulationhockey.com/showthread.php?tid=104173,S54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,291,0,0,D
Vancouver Whalers,Prospect,https://www.simulationhockey.com/showthread.php?tid=103998,S54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,195,0,0,LW
Vancouver Whalers,,https://www.simulationhockey.com/showthread.php?tid=103555,S54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,245,0,0,D
Vancouver Whalers,,https://www.simulationhockey.com/showthread.php?tid=103204,S53,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,192,0,0,D
Vancouver Whalers,,https://www.simulationhockey.com/showthread.php?tid=102482,S53,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,450,0,0,LW
Vancouver Whalers,,https://www.simulationhockey.com/showthread.php?tid=102435,S53,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,199,0,0,LW
Vancouver Whalers,,https://www.simulationhockey.com/showthread.php?tid=102286,S53,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,8,,15,15,15,,15,,,,,,,,,,,,Calculation function not available,0,0,G
Vancouver Whalers,,https://www.simulationhockey.com/showthread.php?tid=102254,S53,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,182,0,0,RW
Vancouver Whalers,,https://www.simulationhockey.com/showthread.php?tid=102057,S53,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,263,0,0,C
Vancouver Whalers,,https://www.simulationhockey.com/showthread.php?tid=101126,S52,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,254,0,0,RW
Vancouver Whalers,,https://www.simulationhockey.com/showthread.php?tid=101162,S52,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,677,0,0,D
Vancouver Whalers,,https://www.simulationhockey.com/showthread.php?tid=102867,S52,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,197,0,0,C
Vancouver Whalers,,https://www.simulationhockey.com/showthread.php?tid=99658,S51,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,398,0,0,C
Vancouver Whalers,,https://www.simulationhockey.com/showthread.php?tid=98187,S50,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,460,0,0,LW
Vancouver Whalers,,https://www.simulationhockey.com/showthread.php?tid=100022,S50,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,15,15,,15,15,,,,,,,,,,,,357,0,0,LW
Vancouver Whalers,,https://www.simulationhockey.com/showthread.php?tid=98119,S50,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,8,,15,15,15,,15,,,,,,,,,,,,161,0,0,G
